Nov. 23, 2024   16:33:23
0.995, 2.555e-2
0.996, 2.556e-2
0.997, 2.563e-2
0.998, 2.577e-2
0.999, 2.598e-2
1.000, 2.603e-2
1.001, 2.629e-2
1.002, 2.643e-2
1.003, 2.662e-2
1.004, 2.673e-2
1.005, 2.688e-2
1.006, 2.697e-2
1.007, 2.733e-2
1.008, 2.729e-2
1.009, 2.730e-2
1.010, 2.756e-2
1.011, 2.776e-2
1.012, 2.784e-2
1.013, 2.812e-2
1.014, 2.846e-2
1.015, 2.847e-2
1.016, 2.865e-2
1.017, 2.899e-2
1.018, 2.908e-2
1.019, 2.912e-2
1.020, 2.928e-2
1.021, 2.918e-2
1.022, 2.932e-2
1.023, 2.970e-2
1.024, 2.993e-2
1.025, 3.015e-2
1.026, 3.031e-2
1.027, 3.062e-2
1.028, 3.086e-2
1.029, 3.086e-2
1.030, 3.111e-2
1.031, 3.114e-2
1.032, 3.105e-2
1.033, 3.129e-2
1.034, 3.132e-2
1.035, 3.191e-2
1.036, 3.215e-2
1.037, 3.249e-2
1.038, 3.231e-2
1.039, 3.268e-2
1.040, 3.277e-2
1.041, 3.295e-2
1.042, 3.320e-2
1.043, 3.320e-2
1.044, 3.335e-2
1.045, 3.348e-2
1.046, 3.372e-2
1.047, 3.400e-2
1.048, 3.412e-2
1.049, 3.415e-2
1.050, 3.428e-2
1.051, 3.428e-2
1.052, 3.440e-2
1.053, 3.483e-2
1.054, 3.486e-2
1.055, 3.474e-2
1.056, 3.505e-2
1.057, 3.529e-2
1.058, 3.575e-2
1.059, 3.579e-2
1.060, 3.600e-2
1.061, 3.600e-2
1.062, 3.594e-2
1.063, 3.659e-2
1.064, 3.754e-2
1.065, 3.782e-2
1.066, 3.806e-2
1.067, 3.809e-2
1.068, 3.797e-2
1.069, 3.893e-2
1.070, 3.880e-2
1.071, 3.893e-2
1.072, 3.893e-2
1.073, 3.908e-2
1.074, 3.936e-2
1.075, 3.936e-2
1.076, 3.948e-2
1.077, 3.969e-2
1.078, 4.003e-2
1.079, 4.009e-2
1.080, 4.003e-2
1.081, 4.016e-2
1.082, 4.062e-2
1.083, 4.071e-2
1.084, 4.093e-2
1.085, 4.093e-2
1.086, 4.099e-2
1.087, 4.099e-2
1.088, 4.108e-2
1.089, 4.154e-2
1.090, 4.197e-2
1.091, 4.179e-2
1.092, 4.213e-2
1.093, 4.185e-2
1.094, 4.271e-2
1.095, 4.290e-2
1.096, 4.283e-2
1.097, 4.311e-2
1.098, 4.311e-2
1.099, 4.323e-2
1.100, 4.317e-2
1.101, 4.357e-2
1.102, 4.370e-2
1.103, 4.382e-2
1.104, 4.376e-2
1.105, 4.403e-2
1.106, 4.388e-2
1.107, 4.425e-2
1.108, 4.437e-2
1.109, 4.483e-2
1.110, 4.477e-2
1.111, 4.520e-2
1.112, 4.545e-2
1.113, 4.600e-2
1.114, 4.616e-2
1.115, 4.628e-2
1.116, 4.625e-2
1.117, 4.631e-2
1.118, 4.610e-2
1.119, 4.653e-2
1.120, 4.677e-2
1.121, 4.677e-2
1.122, 4.717e-2
1.123, 4.757e-2
1.124, 4.727e-2
1.125, 4.742e-2
1.126, 4.763e-2
1.127, 4.779e-2
1.128, 4.760e-2
1.129, 4.794e-2
1.130, 4.773e-2
1.131, 4.819e-2
1.132, 4.874e-2
1.133, 4.917e-2
1.134, 4.930e-2
1.135, 4.927e-2
1.136, 4.957e-2
1.137, 4.936e-2
1.138, 4.964e-2
1.139, 4.982e-2
1.140, 4.997e-2
1.141, 4.988e-2
1.142, 4.991e-2
1.143, 5.013e-2
1.144, 5.062e-2
1.145, 5.127e-2
1.146, 5.133e-2
1.147, 5.176e-2
1.148, 5.148e-2
1.149, 5.161e-2
1.150, 5.170e-2
1.151, 5.167e-2
1.152, 5.167e-2
1.153, 5.204e-2
1.154, 5.173e-2
1.155, 5.262e-2
1.156, 5.385e-2
1.157, 5.410e-2
1.158, 5.401e-2
1.159, 5.413e-2
1.160, 5.407e-2
1.161, 5.382e-2
1.162, 5.407e-2
1.163, 5.376e-2
1.164, 5.407e-2
1.165, 5.419e-2
1.166, 5.437e-2
1.167, 5.474e-2
1.168, 5.533e-2
1.169, 5.638e-2
1.170, 5.613e-2
1.171, 5.619e-2
1.172, 5.665e-2
1.173, 5.644e-2
1.174, 5.634e-2
1.175, 5.638e-2
1.176, 5.607e-2
1.177, 5.705e-2
1.178, 5.804e-2
1.179, 5.795e-2
1.180, 5.767e-2
1.181, 5.798e-2
1.182, 5.791e-2
1.183, 5.798e-2
1.184, 5.813e-2
1.185, 5.795e-2
1.186, 5.798e-2
1.187, 5.844e-2
1.188, 5.831e-2
1.189, 5.819e-2
1.190, 5.853e-2
1.191, 5.884e-2
1.192, 5.896e-2
1.193, 5.939e-2
1.194, 5.985e-2
1.195, 6.025e-2
1.196, 6.016e-2
1.197, 6.019e-2
1.198, 6.071e-2
1.199, 6.059e-2
1.200, 6.102e-2
1.201, 6.133e-2
1.202, 6.136e-2
1.203, 6.130e-2
1.204, 6.158e-2
1.205, 6.105e-2
1.206, 6.148e-2
1.207, 6.185e-2
1.208, 6.225e-2
1.209, 6.222e-2
1.210, 6.250e-2
1.211, 6.225e-2
1.212, 6.232e-2
1.213, 6.345e-2
1.214, 6.382e-2
1.215, 6.447e-2
1.216, 6.459e-2
1.217, 6.453e-2
1.218, 6.422e-2
1.219, 6.395e-2
1.220, 6.441e-2
1.221, 6.382e-2
1.222, 6.425e-2
1.223, 6.453e-2
1.224, 6.585e-2
1.225, 6.638e-2
1.226, 6.589e-2
1.227, 6.589e-2
1.228, 6.601e-2
1.229, 6.570e-2
1.230, 6.582e-2
1.231, 6.736e-2
1.232, 6.770e-2
1.233, 6.752e-2
1.234, 6.801e-2
1.235, 6.826e-2
1.236, 6.795e-2
1.237, 6.773e-2
1.238, 6.690e-2
1.239, 6.807e-2
1.240, 6.826e-2
1.241, 6.755e-2
1.242, 6.789e-2
1.243, 6.804e-2
1.244, 6.804e-2
1.245, 6.764e-2
1.246, 6.733e-2
1.247, 7.047e-2
1.248, 7.093e-2
1.249, 7.133e-2
1.250, 7.047e-2
1.251, 7.075e-2
1.252, 7.053e-2
1.253, 7.041e-2
1.254, 7.090e-2
1.255, 7.066e-2
1.256, 7.130e-2
1.257, 7.130e-2
1.258, 7.084e-2
1.259, 7.087e-2
1.260, 7.136e-2
1.261, 7.404e-2
1.262, 7.410e-2
1.263, 7.407e-2
1.264, 7.361e-2
1.265, 7.395e-2
1.266, 7.416e-2
1.267, 7.389e-2
1.268, 7.401e-2
1.269, 7.407e-2
1.270, 7.426e-2
1.271, 7.426e-2
1.272, 7.453e-2
1.273, 7.521e-2
1.274, 7.496e-2
1.275, 7.493e-2
1.276, 7.450e-2
1.277, 7.490e-2
1.278, 7.490e-2
1.279, 7.490e-2
1.280, 7.518e-2
1.281, 7.481e-2
1.282, 7.515e-2
1.283, 7.536e-2
1.284, 7.558e-2
1.285, 7.675e-2
1.286, 7.629e-2
1.287, 7.718e-2
1.288, 7.644e-2
1.289, 7.706e-2
1.290, 7.764e-2
1.291, 7.737e-2
1.292, 7.737e-2
1.293, 7.681e-2
1.294, 7.737e-2
1.295, 7.740e-2
1.296, 7.715e-2
1.297, 7.709e-2
1.298, 7.746e-2
1.299, 7.724e-2
1.300, 7.672e-2
1.301, 7.786e-2
1.302, 7.866e-2
1.303, 7.844e-2
1.304, 7.890e-2
1.305, 7.903e-2
1.306, 7.897e-2
1.307, 7.921e-2
1.308, 8.192e-2
1.309, 8.223e-2
1.310, 8.260e-2
1.311, 8.300e-2
1.312, 8.294e-2
1.313, 8.238e-2
1.314, 8.327e-2
1.315, 8.306e-2
1.316, 8.309e-2
1.317, 8.327e-2
1.318, 8.306e-2
1.319, 8.374e-2
1.320, 8.398e-2
1.321, 8.386e-2
1.322, 8.395e-2
1.323, 8.404e-2
1.324, 8.371e-2
1.325, 8.429e-2
1.326, 8.383e-2
1.327, 8.534e-2
1.328, 8.503e-2
1.329, 8.524e-2
1.330, 8.515e-2
1.331, 8.494e-2
1.332, 8.592e-2
1.333, 8.555e-2
1.334, 8.564e-2
1.335, 8.567e-2
1.336, 8.598e-2
1.337, 8.608e-2
1.338, 8.620e-2
1.339, 8.561e-2
1.340, 8.675e-2
1.341, 8.617e-2
1.342, 8.684e-2
1.343, 8.638e-2
1.344, 8.669e-2
1.345, 8.608e-2
1.346, 8.644e-2
1.347, 8.743e-2
