Nov. 23, 2024   17:43:28
0.771, 2.392e-4
0.772, 2.480e-4
0.773, 2.560e-4
0.774, 2.651e-4
0.775, 2.748e-4
0.776, 2.830e-4
0.777, 2.937e-4
0.778, 3.059e-4
0.779, 3.173e-4
0.780, 3.296e-4
0.781, 3.422e-4
0.782, 3.548e-4
0.783, 3.698e-4
0.784, 3.852e-4
0.785, 4.018e-4
0.786, 4.191e-4
0.787, 4.369e-4
0.788, 4.560e-4
0.789, 4.756e-4
0.790, 4.969e-4
0.791, 5.172e-4
0.792, 5.396e-4
0.793, 5.636e-4
0.794, 5.901e-4
0.795, 6.156e-4
0.796, 6.433e-4
0.797, 6.691e-4
0.798, 6.995e-4
0.799, 7.309e-4
0.800, 7.608e-4
0.801, 7.970e-4
0.802, 8.296e-4
0.803, 8.647e-4
0.804, 9.028e-4
0.805, 9.376e-4
0.806, 9.800e-4
0.807, 1.021e-3
0.808, 1.061e-3
0.809, 1.105e-3
0.810, 1.149e-3
0.811, 1.195e-3
0.812, 1.242e-3
0.813, 1.290e-3
0.814, 1.340e-3
0.815, 1.394e-3
0.816, 1.442e-3
0.817, 1.495e-3
0.818, 1.547e-3
0.819, 1.611e-3
0.820, 1.670e-3
0.821, 1.724e-3
0.822, 1.786e-3
0.823, 1.846e-3
0.824, 1.909e-3
0.825, 1.971e-3
0.826, 2.038e-3
0.827, 2.102e-3
0.828, 2.174e-3
0.829, 2.240e-3
0.830, 2.311e-3
0.831, 2.382e-3
0.832, 2.446e-3
0.833, 2.531e-3
0.834, 2.603e-3
0.835, 2.685e-3
0.836, 2.759e-3
0.837, 2.834e-3
0.838, 2.905e-3
0.839, 2.991e-3
0.840, 3.062e-3
0.841, 3.136e-3
0.842, 3.228e-3
0.843, 3.305e-3
0.844, 3.394e-3
0.845, 3.480e-3
0.846, 3.566e-3
0.847, 3.662e-3
0.848, 3.723e-3
0.849, 3.821e-3
0.850, 3.920e-3
0.851, 4.009e-3
0.852, 4.092e-3
0.853, 4.172e-3
0.854, 4.267e-3
0.855, 4.366e-3
0.856, 4.452e-3
0.857, 4.557e-3
0.858, 4.683e-3
0.859, 4.796e-3
0.860, 4.889e-3
0.861, 4.981e-3
0.862, 5.079e-3
0.863, 5.159e-3
0.864, 5.301e-3
0.865, 5.402e-3
0.866, 5.498e-3
0.867, 5.602e-3
0.868, 5.719e-3
0.869, 5.821e-3
0.870, 5.913e-3
0.871, 5.999e-3
0.872, 6.110e-3
0.873, 6.211e-3
0.874, 6.307e-3
0.875, 6.399e-3
0.876, 6.494e-3
0.877, 6.617e-3
0.878, 6.734e-3
0.879, 6.836e-3
0.880, 6.928e-3
0.881, 7.045e-3
0.882, 7.186e-3
0.883, 7.294e-3
0.884, 7.420e-3
0.885, 7.494e-3
0.886, 7.623e-3
0.887, 7.737e-3
0.888, 7.884e-3
0.889, 8.057e-3
0.890, 8.186e-3
0.891, 8.300e-3
0.892, 8.447e-3
0.893, 8.576e-3
0.894, 8.659e-3
0.895, 8.739e-3
0.896, 8.982e-3
0.897, 9.090e-3
0.898, 9.170e-3
0.899, 9.339e-3
0.900, 9.524e-3
0.901, 9.640e-3
0.902, 9.785e-3
0.903, 9.896e-3
0.904, 1.005e-2
0.905, 1.012e-2
0.906, 1.028e-2
0.907, 1.039e-2
0.908, 1.055e-2
0.909, 1.066e-2
0.910, 1.077e-2
0.911, 1.089e-2
0.912, 1.105e-2
0.913, 1.117e-2
0.914, 1.130e-2
0.915, 1.155e-2
0.916, 1.172e-2
0.917, 1.186e-2
0.918, 1.193e-2
0.919, 1.205e-2
0.920, 1.214e-2
0.921, 1.222e-2
0.922, 1.228e-2
0.923, 1.236e-2
0.924, 1.255e-2
0.925, 1.269e-2
0.926, 1.296e-2
0.927, 1.304e-2
0.928, 1.314e-2
0.929, 1.329e-2
0.930, 1.336e-2
0.931, 1.340e-2
0.932, 1.359e-2
0.933, 1.377e-2
0.934, 1.396e-2
0.935, 1.409e-2
0.936, 1.425e-2
0.937, 1.435e-2
0.938, 1.450e-2
0.939, 1.461e-2
0.940, 1.491e-2
0.941, 1.517e-2
0.942, 1.523e-2
0.943, 1.539e-2
0.944, 1.534e-2
0.945, 1.549e-2
0.946, 1.565e-2
0.947, 1.566e-2
0.948, 1.574e-2
0.949, 1.603e-2
0.950, 1.611e-2
0.951, 1.629e-2
0.952, 1.655e-2
0.953, 1.665e-2
0.954, 1.669e-2
0.955, 1.673e-2
0.956, 1.691e-2
0.957, 1.699e-2
0.958, 1.723e-2
0.959, 1.728e-2
0.960, 1.745e-2
0.961, 1.756e-2
0.962, 1.796e-2
0.963, 1.822e-2
0.964, 1.824e-2
0.965, 1.836e-2
0.966, 1.850e-2
0.967, 1.862e-2
0.968, 1.858e-2
0.969, 1.889e-2
0.970, 1.920e-2
0.971, 1.925e-2
0.972, 1.936e-2
0.973, 1.941e-2
0.974, 1.993e-2
0.975, 2.012e-2
0.976, 2.012e-2
0.977, 2.011e-2
0.978, 2.050e-2
0.979, 2.057e-2
0.980, 2.069e-2
0.981, 2.077e-2
0.982, 2.093e-2
0.983, 2.091e-2
0.984, 2.098e-2
0.985, 2.112e-2
0.986, 2.131e-2
0.987, 2.151e-2
0.988, 2.156e-2
0.989, 2.150e-2
0.990, 2.195e-2
0.991, 2.219e-2
0.992, 2.212e-2
0.993, 2.235e-2
0.994, 2.293e-2
0.995, 2.301e-2
0.996, 2.306e-2
0.997, 2.306e-2
0.998, 2.329e-2
0.999, 2.362e-2
1.000, 2.369e-2
1.001, 2.383e-2
1.002, 2.382e-2
1.003, 2.400e-2
1.004, 2.407e-2
1.005, 2.412e-2
1.006, 2.423e-2
1.007, 2.453e-2
1.008, 2.500e-2
1.009, 2.491e-2
1.010, 2.496e-2
1.011, 2.497e-2
1.012, 2.515e-2
1.013, 2.527e-2
1.014, 2.566e-2
1.015, 2.565e-2
1.016, 2.604e-2
1.017, 2.628e-2
1.018, 2.628e-2
1.019, 2.639e-2
1.020, 2.657e-2
1.021, 2.655e-2
1.022, 2.678e-2
1.023, 2.710e-2
1.024, 2.741e-2
1.025, 2.767e-2
1.026, 2.793e-2
1.027, 2.813e-2
1.028, 2.814e-2
1.029, 2.828e-2
1.030, 2.821e-2
1.031, 2.831e-2
1.032, 2.861e-2
1.033, 2.882e-2
1.034, 2.874e-2
1.035, 2.879e-2
1.036, 2.923e-2
1.037, 2.918e-2
1.038, 2.928e-2
1.039, 2.971e-2
1.040, 3.002e-2
1.041, 3.040e-2
1.042, 3.040e-2
1.043, 3.040e-2
1.044, 3.102e-2
1.045, 3.142e-2
1.046, 3.160e-2
1.047, 3.176e-2
1.048, 3.163e-2
1.049, 3.176e-2
1.050, 3.169e-2
1.051, 3.179e-2
1.052, 3.182e-2
1.053, 3.188e-2
1.054, 3.188e-2
1.055, 3.228e-2
1.056, 3.280e-2
1.057, 3.280e-2
1.058, 3.311e-2
1.059, 3.320e-2
1.060, 3.332e-2
1.061, 3.339e-2
1.062, 3.348e-2
1.063, 3.379e-2
1.064, 3.382e-2
1.065, 3.388e-2
1.066, 3.452e-2
1.067, 3.434e-2
1.068, 3.446e-2
1.069, 3.459e-2
1.070, 3.499e-2
1.071, 3.499e-2
1.072, 3.539e-2
1.073, 3.511e-2
1.074, 3.545e-2
1.075, 3.557e-2
1.076, 3.548e-2
1.077, 3.579e-2
1.078, 3.612e-2
1.079, 3.643e-2
1.080, 3.634e-2
1.081, 3.655e-2
1.082, 3.698e-2
1.083, 3.705e-2
1.084, 3.720e-2
1.085, 3.748e-2
1.086, 3.748e-2
1.087, 3.732e-2
1.088, 3.735e-2
1.089, 3.729e-2
1.090, 3.781e-2
1.091, 3.821e-2
1.092, 3.800e-2
1.093, 3.861e-2
1.094, 3.843e-2
1.095, 3.849e-2
1.096, 3.855e-2
1.097, 3.978e-2
1.098, 3.954e-2
1.099, 3.957e-2
1.100, 4.000e-2
1.101, 4.009e-2
1.102, 4.021e-2
1.103, 4.043e-2
1.104, 4.046e-2
1.105, 4.163e-2
1.106, 4.141e-2
1.107, 4.163e-2
1.108, 4.175e-2
1.109, 4.178e-2
1.110, 4.206e-2
1.111, 4.218e-2
1.112, 4.224e-2
1.113, 4.277e-2
1.114, 4.267e-2
1.115, 4.283e-2
1.116, 4.286e-2
1.117, 4.341e-2
1.118, 4.357e-2
1.119, 4.406e-2
1.120, 4.403e-2
1.121, 4.403e-2
1.122, 4.397e-2
1.123, 4.403e-2
1.124, 4.394e-2
1.125, 4.449e-2
1.126, 4.449e-2
1.127, 4.437e-2
1.128, 4.532e-2
1.129, 4.498e-2
1.130, 4.538e-2
1.131, 4.560e-2
1.132, 4.550e-2
1.133, 4.560e-2
1.134, 4.609e-2
1.135, 4.649e-2
1.136, 4.649e-2
1.137, 4.689e-2
1.138, 4.670e-2
1.139, 4.649e-2
1.140, 4.630e-2
1.141, 4.670e-2
1.142, 4.781e-2
1.143, 4.744e-2
1.144, 4.769e-2
1.145, 4.772e-2
1.146, 4.790e-2
1.147, 4.790e-2
1.148, 4.787e-2
1.149, 4.821e-2
1.150, 4.849e-2
1.151, 4.889e-2
1.152, 4.873e-2
1.153, 4.904e-2
1.154, 4.907e-2
1.155, 4.907e-2
1.156, 4.966e-2
1.157, 4.947e-2
1.158, 4.929e-2
1.159, 4.981e-2
1.160, 4.978e-2
1.161, 4.975e-2
1.162, 5.006e-2
1.163, 5.039e-2
1.164, 5.073e-2
1.165, 5.104e-2
1.166, 5.076e-2
1.167, 5.147e-2
1.168, 5.156e-2
1.169, 5.159e-2
1.170, 5.141e-2
1.171, 5.264e-2
1.172, 5.384e-2
1.173, 5.368e-2
1.174, 5.418e-2
1.175, 5.479e-2
1.176, 5.559e-2
1.177, 5.504e-2
1.178, 5.501e-2
1.179, 5.470e-2
1.180, 5.495e-2
1.181, 5.553e-2
1.182, 5.544e-2
1.183, 5.547e-2
1.184, 5.565e-2
1.185, 5.553e-2
1.186, 5.578e-2
1.187, 5.633e-2
1.188, 5.682e-2
1.189, 5.667e-2
1.190, 5.707e-2
1.191, 5.704e-2
1.192, 5.682e-2
1.193, 5.734e-2
1.194, 5.790e-2
1.195, 5.861e-2
1.196, 5.762e-2
1.197, 5.818e-2
1.198, 5.799e-2
1.199, 5.842e-2
1.200, 5.811e-2
1.201, 5.796e-2
1.202, 5.882e-2
1.203, 5.842e-2
1.204, 5.867e-2
1.205, 5.950e-2
1.206, 5.931e-2
1.207, 6.030e-2
1.208, 5.974e-2
1.209, 5.950e-2
1.210, 5.999e-2
1.211, 5.981e-2
1.212, 5.968e-2
1.213, 5.965e-2
1.214, 5.937e-2
1.215, 5.999e-2
1.216, 6.150e-2
1.217, 6.260e-2
1.218, 6.190e-2
1.219, 6.140e-2
1.220, 6.107e-2
1.221, 6.208e-2
1.222, 6.242e-2
1.223, 6.162e-2
1.224, 6.211e-2
1.225, 6.380e-2
1.226, 6.337e-2
1.227, 6.359e-2
1.228, 6.405e-2
1.229, 6.436e-2
1.230, 6.390e-2
1.231, 6.448e-2
1.232, 6.463e-2
1.233, 6.448e-2
1.234, 6.482e-2
1.235, 6.451e-2
1.236, 6.417e-2
1.237, 6.414e-2
1.238, 6.519e-2
1.239, 6.528e-2
1.240, 6.639e-2
1.241, 6.626e-2
1.242, 6.608e-2
1.243, 6.543e-2
1.244, 6.580e-2
1.245, 6.703e-2
1.246, 6.645e-2
1.247, 6.654e-2
1.248, 6.586e-2
1.249, 6.676e-2
1.250, 6.697e-2
1.251, 6.636e-2
1.252, 6.565e-2
1.253, 6.645e-2
1.254, 6.682e-2
1.255, 6.725e-2
1.256, 6.780e-2
1.257, 6.728e-2
1.258, 6.743e-2
1.259, 6.780e-2
1.260, 6.709e-2
1.261, 6.851e-2
1.262, 6.885e-2
1.263, 6.829e-2
1.264, 6.934e-2
1.265, 6.885e-2
1.266, 6.879e-2
1.267, 6.823e-2
1.268, 6.977e-2
1.269, 7.020e-2
1.270, 6.940e-2
1.271, 7.072e-2
1.272, 6.974e-2
1.273, 6.934e-2
1.274, 6.940e-2
1.275, 6.919e-2
1.276, 6.959e-2
1.277, 6.949e-2
1.278, 7.165e-2
1.279, 7.097e-2
1.280, 7.079e-2
1.281, 6.999e-2
1.282, 7.060e-2
1.283, 7.112e-2
1.284, 7.208e-2
1.285, 7.208e-2
1.286, 7.192e-2
1.287, 7.275e-2
1.288, 7.217e-2
1.289, 7.214e-2
1.290, 7.275e-2
1.291, 7.214e-2
1.292, 7.229e-2
1.293, 7.269e-2
1.294, 7.368e-2
1.295, 7.478e-2
1.296, 7.445e-2
1.297, 7.491e-2
1.298, 7.441e-2
1.299, 7.521e-2
1.300, 7.518e-2
1.301, 7.463e-2
1.302, 7.438e-2
1.303, 7.512e-2
1.304, 7.543e-2
1.305, 7.491e-2
1.306, 7.528e-2
1.307, 7.552e-2
1.308, 7.543e-2
1.309, 7.571e-2
1.310, 7.672e-2
1.311, 7.801e-2
1.312, 7.777e-2
1.313, 7.792e-2
1.314, 7.807e-2
1.315, 7.924e-2
1.316, 7.881e-2
1.317, 7.847e-2
1.318, 7.955e-2
1.319, 7.937e-2
1.320, 8.017e-2
1.321, 8.093e-2
1.322, 8.093e-2
1.323, 8.149e-2
1.324, 8.087e-2
1.325, 8.103e-2
1.326, 8.121e-2
1.327, 8.038e-2
1.328, 8.112e-2
1.329, 8.137e-2
1.330, 8.133e-2
1.331, 8.201e-2
1.332, 8.260e-2
1.333, 8.210e-2
1.334, 8.216e-2
1.335, 8.216e-2
1.336, 8.272e-2
1.337, 8.250e-2
1.338, 8.235e-2
1.339, 8.220e-2
1.340, 8.204e-2
1.341, 8.164e-2
1.342, 8.253e-2
1.343, 8.226e-2
1.344, 8.352e-2
1.345, 8.376e-2
1.346, 8.266e-2
1.347, 8.186e-2
